TITLE	GENRE
Burn the Whole Place Down (2009)	Horror
Burn the Whole Place Down (2009)	Music
Burn the Whole Place Down (2009)	Short
Burned at the Stake (1981)	Horror
Burning Bright (2010)	Drama
Burning Bright (2010)	Horror
Burning Bright (2010)	Thriller
Buttcrack (1998)	Comedy
Buttcrack (1998)	Horror
Butterscotch and Soda (1948)	Animation
Butterscotch and Soda (1948)	Comedy
Butterscotch and Soda (1948)	Short
Buttonwood (2011)	Horror
Buttonwood (2011)	Short
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Action
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Adventure
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Animation
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Comedy
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Family
Buzz Lightyear of Star Command: The Adventure Begins (2000) (V)	Sci-Fi
By George (2012)	Comedy
By George (2012)	Fantasy
By George (2012)	Sci-Fi
By George (2012)	Short
By Hook (2011)	Fantasy
By Hook (2011)	Short
By the Devil's Hands (2009)	Horror
By the Old Mill Scream (1953)	Animation
By the Old Mill Scream (1953)	Comedy
By the Old Mill Scream (1953)	Family
By the Old Mill Scream (1953)	Short
Byeolnara samchongsa (1979)	Animation
Byer's Bog (2012)	Action
Byer's Bog (2012)	Horror
Byzantium (2012)	Drama
Byzantium (2012)	Fantasy
Byzantium (2012)	Thriller
Bzots: Gotta Get a Gig (2004) (V)	Animation
Bzots: Gotta Get a Gig (2004) (V)	Family
Bzots: Gotta Get a Gig (2004) (V)	Music
Bzots: Gotta Get a Gig (2004) (V)	Short
Bôrei kaibyô yashiki (1958)	Drama
Bôrei kaibyô yashiki (1958)	Horror
Börn náttúrunnar (1991)	Drama
Börn náttúrunnar (1991)	Romance
Büyü (2004)	Horror
Büyü (2004)	Thriller
C Me Dance (2009)	Drama
C Me Dance (2009)	Thriller
C'è un fantasma nel mio letto (1981)	Comedy
C+ jing taam (2007)	Drama
C+ jing taam (2007)	Thriller
C.H.O.M.P.S (1979)	Comedy
C.H.O.M.P.S (1979)	Family
C.H.O.M.P.S (1979)	Sci-Fi
C.H.U.D. (1984)	Horror
C.H.U.D. (1984)	Sci-Fi
C.H.U.D. II - Bud the Chud (1989)	Comedy
C.H.U.D. II - Bud the Chud (1989)	Horror
C.H.U.D. II - Bud the Chud (1989)	Sci-Fi
CHIKARA King of Trios 2009 Night III (2009) (V)	Action
CHIKARA King of Trios 2009 Night III (2009) (V)	Sport
CHIKARA King of Trios 2009- Night II (2009) (V)	Action
CHIKARA King of Trios 2009- Night II (2009) (V)	Sport
CQ (2001)	Comedy
CQ (2001)	Drama
CQ (2001)	Sci-Fi
Cabaret Sin (1987)	Sci-Fi
Cabeza de pescado (2008)	Fantasy
Cabeza de pescado (2008)	Horror
Cabeza de pescado (2008)	Sci-Fi
Cabeza de pescado (2008)	Short
Cabin in the Sky (1943)	Fantasy
Cabin in the Sky (1943)	Musical
Cadaveri eccellenti (1976)	Crime
Cadaveri eccellenti (1976)	Mystery
Cadaveri eccellenti (1976)	Thriller
Café Bar (1974)	Animation
Café Bar (1974)	Short
Cage Fright (1952)	Animation
Cage Fright (1952)	Short
Cai yang nu bang zhu (1981)	Action
Cai yang nu bang zhu (1981)	Adventure
Caltiki - il mostro immortale (1959)	Adventure
Caltiki - il mostro immortale (1959)	Horror
Caltiki - il mostro immortale (1959)	Sci-Fi
Caltiki - il mostro immortale (1959)	Thriller
Cameron's Closet (1988)	Horror
Camille (2008)	Adventure
Camille (2008)	Comedy
Camille (2008)	Drama
Camille (2008)	Fantasy
Camille (2008)	Romance
Camp Fear (1991) (V)	Horror
Camp Fear (1991) (V)	Sci-Fi
Campfire Tales (1997)	Horror
Camping del terrore (1986)	Horror
Can of Worms (1999) (TV)	Comedy
Can of Worms (1999) (TV)	Family
Can of Worms (1999) (TV)	Sci-Fi
Can't Be Heaven (2000)	Comedy
Can't Be Heaven (2000)	Drama
Can't Be Heaven (2000)	Family
Can't Be Heaven (2000)	Romance
Candy Stripers (2006)	Horror
Candy Stripers (2006)	Sci-Fi
Candy Stripers 5: The New Generation (1999) (V)	Comedy
Candy Stripers 5: The New Generation (1999) (V)	Crime
Candy. (2010)	Comedy
Candy. (2010)	Horror
Candy. (2010)	Short
Candy. (2010)	Thriller
Candyman (1992)	Horror
Candyman: Farewell to the Flesh (1995)	Horror
Canhead (1996)	Animation
Canhead (1996)	Fantasy
Canhead (1996)	Short
Canned Dog Feud (1965)	Animation
Canned Dog Feud (1965)	Comedy
Canned Dog Feud (1965)	Family
Canned Dog Feud (1965)	Short
Cannibal Campout (1988) (V)	Horror
Cannibal Cheerleader Camp (2008) (V)	Horror
Cannibal Cheerleader Camp (2008) (V)	Short
Cannibal Diner (2012)	Horror
Cannibal Diner (2012)	Mystery
Cannibal Diner (2012)	Thriller
Cannibal Holocaust (1980)	Adventure
Cannibal Holocaust (1980)	Drama
Cannibal Holocaust (1980)	Horror
Cannibal Maniac (2003) (V)	Action
Cannibal Maniac (2003) (V)	Horror
Cannibal Maniac (2003) (V)	Short
Canucula! (Dracula in Canada) (2008) (V)	Horror
Caperucita y Pulgarcito contra los monstruos (1962)	Comedy
Caperucita y Pulgarcito contra los monstruos (1962)	Family
Caperucita y Pulgarcito contra los monstruos (1962)	Fantasy
Caperucita y Pulgarcito contra los monstruos (1962)	Horror
Caperucita y Pulgarcito contra los monstruos (1962)	Musical
Capricorn (1991) (V)	Animation
Capricorn (1991) (V)	Comedy
Capricorn (1991) (V)	Fantasy
Capricorn (1991) (V)	Sci-Fi
Captain America (1944)	Action
Captain America (1944)	Adventure
Captain America (1944)	Film-Noir
Captain America (1944)	Sci-Fi
Captain Barbell (1973)	Action
Captain Barbell (1973)	Comedy
Captain Barbell (1973)	Fantasy
Captain Barbell (1986)	Action
Captain Barbell (1986)	Adventure
Captain Barbell (1986)	Comedy
Captain Barbell (1986)	Fantasy
Captain Berlin versus Hitler (2009)	Comedy
Captain Clegg (1962)	Adventure
Captain Clegg (1962)	Drama
Captain Clegg (1962)	Horror
Captain Cosmos and the Gray Ghosts (2007) (V)	Adventure
Captain Cosmos and the Gray Ghosts (2007) (V)	Sci-Fi
Captain Kronos - Vampire Hunter (1974)	Adventure
Captain Kronos - Vampire Hunter (1974)	Horror
Captain Sindbad (1963)	Action
Captain Sindbad (1963)	Adventure
Captain Sindbad (1963)	Fantasy
Captain V (2002) (TV)	Comedy
Captain V (2002) (TV)	Sci-Fi
Captain Video, Master of the Stratosphere (1951)	Adventure
Captain Video, Master of the Stratosphere (1951)	Sci-Fi
Captive Wild Woman (1943)	Horror
Captive Wild Woman (1943)	Sci-Fi
Captive Women (1952)	Sci-Fi
Capture the White Flag (1994)	Drama
Captured Costume Girls (2010) (V)	Adventure
Captured Costume Girls (2010) (V)	Short
Capulina contra los monstruos (1974)	Comedy
Capulina contra los monstruos (1974)	Fantasy
Car Trouble (2002)	Comedy
Car Trouble (2002)	Short
Careful (1992)	Comedy
Careful (1992)	Drama
Careful (1992)	Romance
Caress of the Vampire (1996) (V)	Horror
Caress of the Vampire 2 (1996) (V)	Horror
Cargo (2009)	Mystery
Cargo (2009)	Sci-Fi
Cargo (2009)	Thriller
Carmilla (1999)	Horror
Carmilla's Kiss (2007)	Comedy
Carmilla's Kiss (2007)	Horror
Carmilla's Kiss (2007)	Mystery
Carnage (1984)	Horror
Carne Morta (2002) (V)	Horror
Carne Morta (2002) (V)	Short
Carne de tu carne (1983)	Drama
Carne de tu carne (1983)	Horror
Carnival in Paris (1937)	Comedy
Carnival in Paris (1937)	Musical
Carnival in Paris (1937)	Romance
Carnival in Paris (1937)	Short
Carnival of Souls (1962)	Horror
Carnival of Souls (1962)	Thriller
Carnival of the Damned (2008) (V)	Horror
Carnosaur (1993)	Horror
Carnosaur (1993)	Sci-Fi
Carnosaur 2 (1995)	Action
Carnosaur 2 (1995)	Horror
Carnosaur 2 (1995)	Sci-Fi
Carnosaur 3: Primal Species (1996)	Action
Carnosaur 3: Primal Species (1996)	Horror
Carnosaur 3: Primal Species (1996)	Sci-Fi
Carobnjakov sesir (1990)	Animation
Carobnjakov sesir (1990)	Family
Carobnjakov sesir (1990)	Fantasy
Carry On (2006)	Drama
Carry On (2006)	Short
Carver's Gate (1996) (TV)	Sci-Fi
Case 39 (2009)	Horror
Case 39 (2009)	Mystery
Case 39 (2009)	Thriller
Case of the Full Moon Murders (1973)	Comedy
Case of the Full Moon Murders (1973)	Horror
Casket Climber Insect God (2006)	Fantasy
Casket Climber Insect God (2006)	Horror
Casket Climber Insect God (2006)	Music
Casket Climber Insect God (2006)	Short
Casper (1995)	Comedy
Casper (1995)	Family
Casper (1995)	Fantasy
Casper Comes to Clown (1951)	Animation
Casper Comes to Clown (1951)	Comedy
Casper Comes to Clown (1951)	Family
Casper Comes to Clown (1951)	Short
Casper Genie (1954)	Animation
Casper Genie (1954)	Crime
Casper Genie (1954)	Short
Casper Meets Wendy (1998) (V)	Adventure
Casper Meets Wendy (1998) (V)	Comedy
Casper Meets Wendy (1998) (V)	Family
Casper Meets Wendy (1998) (V)	Fantasy
Casper Meets Wendy (1998) (V)	Horror
Casper Takes a Bow-Wow (1951)	Animation
Casper Takes a Bow-Wow (1951)	Short
Casper's Birthday Party (1959)	Animation
Casper's Birthday Party (1959)	Short
Casper's First Christmas (1979) (TV)	Animation
Casper's First Christmas (1979) (TV)	Comedy
Casper's First Christmas (1979) (TV)	Family
Casper's Haunted Christmas (2000) (V)	Animation
Casper's Haunted Christmas (2000) (V)	Family
Casper's Haunted Christmas (2000) (V)	Fantasy
Casper's Haunted Christmas (2000) (V)	Horror
Casper's Spree Under the Sea (1950)	Animation
Casper's Spree Under the Sea (1950)	Comedy
Casper's Spree Under the Sea (1950)	Family
Casper's Spree Under the Sea (1950)	Short
Casper: A Spirited Beginning (1997) (V)	Comedy
Casper: A Spirited Beginning (1997) (V)	Family
Casper: A Spirited Beginning (1997) (V)	Fantasy
Casper: A Spirited Beginning (1997) (V)	Horror
Casshern (2004)	Action
Casshern (2004)	Drama
Casshern (2004)	Sci-Fi
Cassiopéia (1996)	Adventure
Cassiopéia (1996)	Animation
Cassiopéia (1996)	Family
Cassiopéia (1996)	Sci-Fi
Castle in the Air (1952)	Comedy
Casual Friday (2003)	Musical
Casual Friday (2003)	Romance
Casual Friday (2003)	Sci-Fi
Casual Friday (2003)	Short
Cat's Eye (1985)	Comedy
Cat's Eye (1985)	Horror
Cat's Eye (1985)	Thriller
Cat-Women of the Moon (1953)	Action
Cat-Women of the Moon (1953)	Adventure
Cat-Women of the Moon (1953)	Horror
Cat-Women of the Moon (1953)	Romance
Cat-Women of the Moon (1953)	Sci-Fi
Catacombs (2000)	Horror
Catalina: A New Kind of Superhero (2009)	Sci-Fi
Cathula (2001) (V)	Horror
Cathula 2: Vampires of Sex (2004) (V)	Horror
Cauchemares (1977)	Horror
Caustic Zombies (2011)	Horror
Cavaliers (2014)	Sci-Fi
Cavaliers (2014)	Thriller
Caved In (2006) (TV)	Horror
Caved In (2006) (TV)	Sci-Fi
Caveman (1981)	Comedy
Caveman Inki (1950)	Animation
Caveman Inki (1950)	Comedy
Caveman Inki (1950)	Family
Caveman Inki (1950)	Short
Cazador de demonios (1983)	Horror
Cecilie (2007)	Horror
Cecilie (2007)	Thriller
Celebrity Vampire Baseball (2010) (TV)	Sport
Celia (1989)	Drama
Celia (1989)	Fantasy
Celia (1989)	Horror
Cellar Dweller (1988)	Fantasy
Cellar Dweller (1988)	Horror
Cementerio del terror (1985)	Fantasy
Cementerio del terror (1985)	Horror
Cementerio del terror (1985)	Thriller
Centurion (2010)	Action
Centurion (2010)	Adventure
Centurion (2010)	Drama
Centurion (2010)	History
Centurion (2010)	Thriller
Centurion (2010)	War
Cerberus (2005) (TV)	Fantasy
Cerberus (2005) (TV)	Horror
Cerebral Print: File #0604 (2003)	Action
Cerebral Print: File #0604 (2003)	Adventure
Cerebral Print: File #0604 (2003)	Comedy
Cerebral Print: File #0604 (2003)	Romance
Cerebral Print: File #0604 (2003)	Sci-Fi
Cerebral Print: File #0604 (2003)	Short
Cerebral Print: File #0604 (2003)	Thriller
Cerebral Print: File #371 (2003)	Drama
Cerebral Print: File #371 (2003)	Sci-Fi
Cerebral Print: File #371 (2003)	Short
Ceremonia sangrienta (1973)	Horror
Ceremony (1994)	Horror
Cesta do praveku (1955)	Adventure
Cesta do praveku (1955)	Animation
Cesta do praveku (1955)	Family
Cesta do praveku (1955)	Fantasy
Cesta do praveku (1955)	Sci-Fi
Cha no aji (2004)	Comedy
Cha no aji (2004)	Drama
Chac: Dios de la lluvia (1975)	Adventure
Chac: Dios de la lluvia (1975)	Drama
Chad Hates Aliens (2008)	Comedy
Chad Hates Aliens (2008)	Sci-Fi
Chad Hates Aliens (2008)	Short
Chain Reaction (2006) (V)	Horror
Chair (2001)	Comedy
Chair (2001)	Short
Chak wong ji wong (1982)	Comedy
Chakushin ari (2003)	Horror
Chakushin ari (2003)	Mystery
Chakushin ari (2003)	Thriller
Chakushin ari 2 (2005)	Horror
Chakushin ari 2 (2005)	Mystery
Chakushin ari final (2006)	Horror
Chalkboard (2011)	Sci-Fi
Chalkboard (2011)	Thriller
Chamatkar (1992/I)	Comedy
Chamatkar (1992/I)	Drama
Chamatkar (1992/I)	Fantasy
Chances Are (1989)	Comedy
Chances Are (1989)	Fantasy
Chances Are (1989)	Romance
Chand Par Chadayee (1967)	Adventure
Chand Par Chadayee (1967)	Comedy
Chand Par Chadayee (1967)	Drama
Chand Par Chadayee (1967)	Fantasy
Chand Par Chadayee (1967)	Sci-Fi
Chaos (2005/I)	Horror
Chaos (2005/I)	Thriller
Chappaqua (1966)	Drama
Chariots of the Gods (2014)	Sci-Fi
Charley Angelo (1962) (TV)	Comedy
Charlie Chan in Egypt (1935)	Comedy
Charlie Chan in Egypt (1935)	Crime
Charlie Chan in Egypt (1935)	Horror
Charlie Chan in Egypt (1935)	Mystery
Charlie Chan in Egypt (1935)	Thriller
Charlie Chan in Honolulu (1938)	Comedy
Charlie Chan in Honolulu (1938)	Crime
Charlie Chan in Honolulu (1938)	Mystery
Charlie Chan in Honolulu (1938)	Thriller
Charlie St. Cloud (2010)	Drama
Charlie St. Cloud (2010)	Fantasy
Charlie St. Cloud (2010)	Romance
Charlie and the Chocolate Factory (2005)	Adventure
Charlie and the Chocolate Factory (2005)	Comedy
Charlie and the Chocolate Factory (2005)	Family
Charlie and the Chocolate Factory (2005)	Fantasy
Charly, días de sangre (1990) (V)	Drama
Charly, días de sangre (1990) (V)	Horror
Charodei (1982) (TV)	Comedy
Charodei (1982) (TV)	Musical
Charodei (1982) (TV)	Romance
Charodei (1982) (TV)	Sci-Fi
Charva (2010) (V)	Thriller
Chasing Darkness (2007)	Action
Chasing Darkness (2007)	Horror
Chasseurs de dragons (2008)	Adventure
Chasseurs de dragons (2008)	Animation
Chasseurs de dragons (2008)	Family
Chasseurs de dragons (2008)	Fantasy
Chatroom (2005)	Horror
Chatroom (2005)	Mystery
Chatroom (2005)	Short
Chawu (2009)	Comedy
Chawu (2009)	Horror
Chawu (2009)	Thriller
Che dau che (1980)	Comedy
Che dau che (1980)	Fantasy
Che dau che (1980)	Horror
Chek law dak gung (2002)	Action
Chek law dak gung (2002)	Drama
Chek law dak gung (2002)	Romance
Chek law dak gung (2002)	Thriller
Chello hongmijoo ilga salinsagan (2005)	Horror
Chello hongmijoo ilga salinsagan (2005)	Mystery
Chelsea Walls (2001)	Drama
Chemical 13 (2012)	Horror
Chemical 13 (2012)	Short
Chemistry Lesson (1922)	Animation
Chemistry Lesson (1922)	Comedy
Chemistry Lesson (1922)	Fantasy
Chemistry Lesson (1922)	Short
Chemman Chaalai (2005)	Drama
Cheolin samchongsa (1983)	Action
Cheolin samchongsa (1983)	Animation
Cheolin samchongsa (1983)	Sci-Fi
Cheon-nyeon-yeo-woo-yeo-woo-bi (2007)	Animation
Cheon-nyeon-yeo-woo-yeo-woo-bi (2007)	Fantasy
Cherez ternii k zvyozdam (1982)	Sci-Fi
Chernobyl Diaries (2012)	Horror
Cherry (2009)	Drama
Cherry (2009)	Fantasy
Cherry (2009)	Mystery
Cherry (2009)	Short
Cherry 2000 (1987)	Action
Cherry 2000 (1987)	Adventure
Cherry 2000 (1987)	Sci-Fi
Cheung Gong 7 hou: Oi dei kau (2010)	Animation
Chewies 4: Bringing Down the House (2008)	Adventure
Chewies 4: Bringing Down the House (2008)	Comedy
Chewies 4: Bringing Down the House (2008)	Horror
Chewies 4: Bringing Down the House (2008)	Short
Chewies 4: Bringing Down the House (2008)	Thriller
Chi o suu bara (1974)	Drama
Chi o suu bara (1974)	Horror
Chi sei? (1974)	Horror
Chi wo sû ningyô: Yûrei yashiki no kyôfu (1970)	Horror
Chicken Card (2008)	Comedy
Chicken Card (2008)	Short
Chicken Little (2005)	Adventure
Chicken Little (2005)	Animation
Chicken Little (2005)	Comedy
Chicken Little (2005)	Family
Chicken Little (2005)	Sci-Fi
Chikara King of Trios 2008: Night 1 (2008) (V)	Action
Chikara King of Trios 2008: Night 1 (2008) (V)	Sport
Chikara: 2009 King of Trios - Night 1 (2009) (V)	Sport
Chikyû Bôeigun (1957)	Action
Chikyû Bôeigun (1957)	Drama
Chikyû Bôeigun (1957)	Sci-Fi
Chikyû Bôeigun (1957)	Thriller
Chikyû Bôeigun (1957)	War
Chikyû kogeki meirei: Gojira tai Gaigan (1972)	Action
Chikyû kogeki meirei: Gojira tai Gaigan (1972)	Adventure
Chikyû kogeki meirei: Gojira tai Gaigan (1972)	Horror
Chikyû kogeki meirei: Gojira tai Gaigan (1972)	Sci-Fi
Child of Darkness, Child of Light (1991) (TV)	Horror
Child of Glass (1978) (TV)	Drama
Child of Glass (1978) (TV)	Family
Child of Glass (1978) (TV)	Fantasy
Child of Glass (1978) (TV)	Horror
Children Shouldn't Play with Dead Things (1973)	Comedy
Children Shouldn't Play with Dead Things (1973)	Horror
Children in the Woods (2009)	Drama
Children in the Woods (2009)	Short
Children of the Corn (2009) (TV)	Horror
Children of the Corn (2009) (TV)	Thriller
Children of the Corn III: Urban Harvest (1995)	Horror
Children of the Corn III: Urban Harvest (1995)	Thriller
Children of the Corn: Revelation (2001) (V)	Horror
Children of the Corn: Revelation (2001) (V)	Thriller
Children of the Damned (1964)	Horror
Children of the Damned (1964)	Sci-Fi
Children of the Grave (2007) (TV)	Horror
Children of the Grave (2007) (TV)	Thriller
Children of the Grave 2 (2012)	Horror
Children of the Grave 2 (2012)	Thriller
Children of the Lake (2009)	Horror
Children of the Living Dead (2001) (V)	Horror
Children of the Living Dead (2001) (V)	Thriller
Children of the Night (1991)	Horror
Children of the X-Files (2009)	Comedy
Children of the X-Files (2009)	Horror
Children of the X-Files (2009)	Sci-Fi
Chillerama (2011)	Action
Chillerama (2011)	Comedy
Chillerama (2011)	Horror
Chillerama (2011)	Musical
Chillerama (2011)	Sci-Fi
Chillers (1987)	Horror
Chilly Beach: The World Is Hot Enough (2008) (V)	Animation
Chimera (2003/I)	Action
Chimera (2003/I)	Horror
Chimera (2003/I)	Sci-Fi
Chimera (2003/I)	Short
Chimera (2003/I)	Thriller
Chimera (2003/I)	War
Chin gei bin (2003)	Action
Chin gei bin (2003)	Adventure
Chin gei bin (2003)	Comedy
Chin gei bin (2003)	Horror
Ching din dai sing (2005)	Action
Ching din dai sing (2005)	Comedy
Ching din dai sing (2005)	Drama
Ching din dai sing (2005)	Fantasy
Ching din dai sing (2005)	Romance
Ching din dai sing (2005)	Sci-Fi
Chocolat (2000)	Drama
Chocolat (2000)	Romance
Choker (2005)	Action
Choker (2005)	Horror
Choker (2005)	Sci-Fi
Choking Hazard (2004)	Comedy
Choking Hazard (2004)	Horror
Chompers (2008)	Horror
Chompers (2008)	Sci-Fi
Chompers (2008)	Short
Choose Your Own Death: The Babysitter (2009) (V)	Horror
Choose Your Own Death: The Babysitter (2009) (V)	Short
Chopping Mall (1986)	Comedy
Chopping Mall (1986)	Horror
Chopping Mall (1986)	Sci-Fi
Chopping Mall (1986)	Thriller
Choreomania (2010)	Comedy
Choreomania (2010)	Short
Chow lok yuen (2003)	Drama
Chow lok yuen (2003)	Horror
Chris and the Dragon (2003)	Comedy
Christina, princesse de l'érotisme (1973)	Horror
Christina, princesse de l'érotisme (1973)	Mystery
Christine's Addiction (1999) (V)	Horror
Christine's Addiction (1999) (V)	Romance
Christmas Carol (1984) (TV)	Drama
Christmas Carol (1984) (TV)	Fantasy
Christmas Carol: The Movie (2001)	Animation
Christmas Carol: The Movie (2001)	Family
Christmas Present (1985)	Comedy
Christmas Present (1985)	Drama
Christmas Present (1985)	Family
Christmas Vacation '94 (2011)	Comedy
Christmas Vacation '94 (2011)	Fantasy
Christmas Vacation '94 (2011)	Short
Christmas in South Park (2000) (V)	Animation
Christmas in South Park (2000) (V)	Comedy
Christmas in South Park (2000) (V)	Musical
Christmas with the Dead (2011)	Horror
Chrome Hearts (1989)	Comedy
Chrome Hearts (1989)	Horror
Chromosaurus (1985)	Animation
Chromosaurus (1985)	Short
Chronicles of the Beyond (2009)	Sci-Fi
Chronicles of the Beyond (2009)	Thriller
Chudesa v Reshetove (2004)	Comedy
Chudesa v Reshetove (2004)	Fantasy
Chum thaang rot fai phii (2007)	Crime
Chum thaang rot fai phii (2007)	Horror
Chum thaang rot fai phii (2007)	Mystery
Chum thaang rot fai phii (2007)	Thriller
Chyornyy monakh (1988)	Drama
Chyornyy monakh (1988)	Music
Chyornyy monakh (1988)	Mystery
Chyornyy monakh (1988)	Romance
Chô Gekijôban Keroro Gunsô 2: Shinkai no Princess de Arimasu! (2007)	Animation
Chô gekijô-ban Keroro gunsô (2006)	Animation
Chô gekijô-ban Keroro gunsô (2006)	Comedy
Chô gekijô-ban Keroro gunsô (2006)	Sci-Fi
Chô-inran: Shimai donburi (1998)	Drama
Chô-inran: Shimai donburi (1998)	Horror
Chô-yôma densetsu Uratsuki-dôji: Makai gakuen-hen (1994) (V)	Horror
Chôhen kaijû eiga: Urutoraman (1967)	Sci-Fi
Chôjin densetsu 3: Kanketsu jigoku hen (1989) (V)	Animation
Chôjin densetsu 3: Kanketsu jigoku hen (1989) (V)	Fantasy
Chôjin densetsu 3: Kanketsu jigoku hen (1989) (V)	Horror
Chôjin densetsu Urotsukidôji (1989) (V)	Animation
Chôjin densetsu Urotsukidôji (1989) (V)	Fantasy
Chôjin densetsu Urotsukidôji (1989) (V)	Horror
Chôjin densetsu Urotsukidôji: Hôrô hen (1994) (V)	Animation
Chôjin densetsu Urotsukidôji: Hôrô hen (1994) (V)	Fantasy
Chôjin densetsu Urotsukidôji: Hôrô hen (1994) (V)	Horror
Chôjin densetsu Urotsukidôji: Hôrô hen (1994) (V)	Mystery
Chôjin densetsu Urotsukidôji: Hôrô hen (1994) (V)	Sci-Fi
Chôjin densetsu Urotsukidôji: Mirai hen (1993) (V)	Animation
Chôjin densetsu Urotsukidôji: Mirai hen (1993) (V)	Fantasy
Chôjin densetsu Urotsukidôji: Mirai hen (1993) (V)	Horror
Ciao maschio (1978)	Comedy
Ciao maschio (1978)	Drama
Ciao maschio (1978)	Fantasy
Ciao maschio (1978)	Romance
Cinco (2010/II)	Comedy
Cinco (2010/II)	Drama
Cinco (2010/II)	Horror
Cinco (2010/II)	Thriller
Cinderella (1914)	Drama
Cinderella (1914)	Fantasy
Cinderella (2000/I) (TV)	Drama
Cinderella (2000/I) (TV)	Fantasy
Cinderella (2000/I) (TV)	Romance
Cinderella (2006)	Drama
Cinderella (2006)	Horror
Cinderella (2006)	Mystery
Cinderella (2006)	Thriller
Cinema 1 (2009) (V)	Action
Cinema 1 (2009) (V)	Horror
Cinema 1 (2009) (V)	Short
Cinema 1 (2009) (V)	Thriller
Cinema of Horror (2009)	Comedy
Cinema of Horror (2009)	Short
Cirkeln (2013)	Fantasy
Cirkeln (2013)	Horror
Cirkeln (2013)	Mystery
Cirque du Freak: The Vampire's Assistant (2009)	Action
Cirque du Freak: The Vampire's Assistant (2009)	Adventure
Cirque du Freak: The Vampire's Assistant (2009)	Fantasy
Cirque du Freak: The Vampire's Assistant (2009)	Thriller
Cirque du Freak: The Vampire's Assistant - Guide to Becoming a Vampire (2010) (V)	Short
Cirque du Soleil: Journey of Man (2000)	Drama
Cirque du Soleil: Journey of Man (2000)	Family
Cirque du Soleil: Journey of Man (2000)	Fantasy
Cirque du Soleil: Journey of Man (2000)	Musical
Cirque du Soleil: Journey of Man (2000)	Short
City Kitty (1952)	Animation
City Kitty (1952)	Short
City Without Walls (2011)	Comedy
City Without Walls (2011)	Short
City of Blood (1983)	Drama
City of Blood (1983)	Horror
City of Ember (2008)	Adventure
City of Ember (2008)	Family
City of Ember (2008)	Fantasy
City of Ember (2008)	Sci-Fi
City of Rott (2006) (V)	Action
City of Rott (2006) (V)	Adventure
City of Rott (2006) (V)	Animation
City of Rott (2006) (V)	Comedy
City of Rott (2006) (V)	Horror
City of the Vampires (1993)	Horror
Claim 24: A Dark Fairytale (2008)	Fantasy
Claim 24: A Dark Fairytale (2008)	Horror
Claim 24: A Dark Fairytale (2008)	Short
Claim 24: A Dark Fairytale (2008)	Thriller
Clash of the Titans (1981)	Action
Clash of the Titans (1981)	Adventure
Clash of the Titans (1981)	Family
Clash of the Titans (1981)	Fantasy
Clash of the Titans (1981)	Romance
Clash of the Titans (2010)	Action
Clash of the Titans (2010)	Adventure
Clash of the Titans (2010)	Fantasy
Class Reunion (1982)	Comedy
Class Reunion (1982)	Horror
Class of 1999 (1990)	Action
Class of 1999 (1990)	Horror
Class of 1999 (1990)	Sci-Fi
Class of Nuke 'Em High (1986)	Comedy
Class of Nuke 'Em High (1986)	Horror
Class of Nuke 'Em High (1986)	Sci-Fi
Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid (1994)	Comedy
Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid (1994)	Horror
Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid (1994)	Sci-Fi
Claudette (2007)	Horror
Claudette (2007)	Short
Claws (1982)	Drama
Claws (1982)	Thriller
Claws for Alarm (1954)	Animation
Claws for Alarm (1954)	Comedy
Claws for Alarm (1954)	Family
Claws for Alarm (1954)	Horror
Claws for Alarm (1954)	Short
Clay Fields (2003)	Crime
Clay Fields (2003)	Horror
Clay Fields (2003)	Mystery
Clean Sweep (1967)	Animation
Clean Sweep (1967)	Short
Clerks II (2006)	Comedy
Clerow Wilson and the Miracle of P.S. 14 (1972) (TV)	Animation
Clerow Wilson and the Miracle of P.S. 14 (1972) (TV)	Comedy
Clerow Wilson and the Miracle of P.S. 14 (1972) (TV)	Family
Clever Boy Abercombie Ness (2003)	Short
Clint Knockey: The Investigation (2012)	Horror
Clooney vs. Godzilla (2007)	Comedy
Close Encounters of the Third Kind (1977)	Adventure
Close Encounters of the Third Kind (1977)	Drama
Close Encounters of the Third Kind (1977)	Sci-Fi
Closed for the Season (2010)	Horror
Closed for the Season (2010)	Thriller
Cloverfield (2008)	Horror
Cloverfield (2008)	Sci-Fi
Cloverfield (2008)	Thriller
Club Life in the Stone Age (1940)	Animation
Club Life in the Stone Age (1940)	Short
Club Vampire (1998) (V)	Horror
Cléopâtre (1899)	Horror
Cléopâtre (1899)	Short
Cobra (1986)	Action
Cobra (1986)	Thriller
Cockneys vs Zombies (2012)	Comedy
Cockneys vs Zombies (2012)	Horror
Cocoon (1985)	Sci-Fi
Cocoon: The Return (1988)	Adventure
Cocoon: The Return (1988)	Comedy
Cocoon: The Return (1988)	Mystery
Cocoon: The Return (1988)	Romance
Cocoon: The Return (1988)	Sci-Fi
Code Name: Aida and Other Tales (2003) (V)	Adventure
