TITLE	KEYWORD	YEAR
And You Thought Your Parents Were Weird (1991)	ghost	1991
Andasen dÃ´wa ningyo-hime (1975)	mermaid	1975
Andasen dÃ´wa ningyo-hime (1975)	witch	1975
Andrey Rublyov (1966)	ghost	1966
Androgyrl (2008)	robot	2008
Android (1982)	android	1982
Android 207 (2006) (V)	android	2006
Android 207 (2006) (V)	robot	2006
Android Apocalypse (2006) (TV)	android	2006
Andy X (2012)	robot	2012
Ang Panday (1980)	zombie	1980
Ang Panday (2009)	dragon	2009
Ang Panday 2 (2011)	cyclops	2011
Ang Panday 2 (2011)	dragon	2011
Ang Panday 2 (2011)	giant-snake	2011
Ang Panday 2 (2011)	mermaid	2011
Ang Panday 2 (2011)	monster	2011
Ang Panday 2 (2011)	witch	2011
Ang agimat: Anting-anting ni Lolo (2002)	monster	2002
Ang babaeng putik (2000)	monster	2000
Ang batang sirena (1960)	mermaid	1960
Ang katawan ni Sofia (1992)	ghost	1992
Ang mahiwagang daigdig ni Elias Paniki (1989)	demon	1989
Ang mahiwagang daigdig ni Elias Paniki (1989)	monster	1989
Ang mahiwagang daigdig ni Elias Paniki (1989)	satan	1989
Ang mahiwagang daigdig ni Elias Paniki (1989)	vampire	1989
Ang mahiwagang daigdig ni Elias Paniki (1989)	werewolf	1989
Ang mahiwagang daigdig ni Pedro Penduko (1973)	dragon	1973
Ang mahiwagang daigdig ni Pedro Penduko (1973)	giant-spider	1973
Ang mahiwagang daigdig ni Pedro Penduko (1973)	mermaid	1973
Ang manananggal (1927)	vampire	1927
Ang tatay kong nanay (1978)	robot	1978
Angel Heart (1987)	devil	1987
Angel Heart (1987)	satan	1987
Angel of Death (2005)	ghost	2005
Angel of H.E.A.T. (1983)	android	2005
Angel on My Shoulder (1946)	devil	1946
Angelita... Ako ang iyong ina (1979)	witch	1946
Angels in the Infield (2000) (TV)	devil	2000
Anghel sa lupa (2003)	ghost	2003
Angry Ghost (2006)	ghost	2006
Angry Ghost (2006)	zombie	2006
Angyali Ã¼dvÃ¶zlet (1984)	devil	1984
Anima (2003)	ghost	2003
Animal (2011/II)	werewolf	2011
Animals (2008/I)	werewolf	2008
Animated Corpse (2000)	zombie	2000
Animated Epics: Beowulf (1998) (TV)	dragon	1998
Animated Epics: Beowulf (1998) (TV)	monster	1998
Animation Station (2005)	monster	2005
Animus Cross (2009) (V)	werewolf	2009
Anna GÃ¶ldin, letzte Hexe (1991)	devil	1991
Anna's Eve (2004)	ghost	2004
Annihilator (1986) (TV)	robot	1986
Anniversary Retreat (2000)	monster	2000
Anno zero - guerra nello spazio (1977)	alien	1977
Anno zero - guerra nello spazio (1977)	robot	1977
Anomaly (2006/I)	android	2006
Anomaly (2007)	android	2007
Anomaly (2011)	mutant	2011
Anonymous (2011/I)	ghost	2011
Anonymous Celebrities: Animatic (2011)	alien	2011
Anonymous Rex (2004) (TV)	dinosaur	2004
Antarctica (2008)	alien	2008
Antebios (1998)	alien	1998
Antibody (2008)	zombie	2008
Antichrist (2009)	satan	2009
Antropophagus (1980)	ghost	1980
Ants (2008)	robot	2008
Antychryst (2003)	devil	2003
Anything? (2003)	ghost	2003
Apartment 1303 (2007)	ghost	2007
Apartment 1303 3D (2012)	ghost	2012
Apartment 206 (2004)	ghost	2004
Apartment 302 (2009)	ghost	2009
Ape (1976)	giant-ape	1976
Ape (1976)	giant-snake	1976
Ape Canyon (2002)	bigfoot	2002
Ape Canyon (2002)	sasquatch	2002
Apocalypse Barbie (2011)	zombie	2011
Apocrypha (2011)	vampire	2011
Apollo 18 (2011)	alien	2011
Apollyon (2012)	demon	2012
Apostle Peter and the Last Supper (2012)	demon	2012
Apparition (2009/II)	ghost	2009
Apparition (2013)	demon	2013
Apple Andy (1946)	devil	1946
Apple Jack (2003)	alien	2003
Approaching Heaven (2004)	ghost	2004
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)	robot	2007
Aquamarine (2006)	mermaid	2006
Aquanoids (2003)	monster	2003
Aquanoids (2003)	mutant	2003
Arachnia (2003) (V)	giant-spider	2003
Arachnid (2001)	alien	2001
Arachnid (2001)	giant-spider	2001
Arachnid (2001)	monster	2001
Arachnid (2001)	mutant	2001
Arang (2006)	ghost	2006
AranymadÃ¡r (1987)	dragon	1987
AraÃ±as infernales (1968)	alien	1968
Archaic Redemption (????)	zombie	1968
Archangel (2002)	devil	2002
Archangel (2002)	satan	2002
Archangel Alpha (2012)	robot	2012
Archive (1998)	alien	1998
Archive (1998)	android	1998
Archive (1998)	robot	1998
Area 51 (2013)	alien	2013
Arena (1989)	alien	1989
Ark (2005)	robot	2005
Armitage: Dual Matrix (2002) (V)	ghost	2002
Armitage: Dual Matrix (2002) (V)	robot	2002
Army of Darkness (1992)	witch	1992
Army of Darkness (1992)	zombie	1992
Army of the Dead (2013)	zombie	2013
Arnold (1973)	monster	1973
Around Midnight (2004) (V)	vampire	2004
Around the Bend (2004)	mummy	2004
Arpointeu (2004)	ghost	2004
Arrival (2008)	alien	2008
Arthur 2: On the Rocks (1988)	ghost	1988
Arthur the King (1985) (TV)	demon	1985
Arthur the King (1985) (TV)	dragon	1985
Arthur's Quest (1999) (TV)	witch	1999
Artificial Intelligence: AI (2001)	android	2001
Artificial Intelligence: AI (2001)	robot	2001
Arundhati (2009)	ghost	2009
As Sete Vampiras (1987)	vampire	1987
As Time Goes by (1988)	alien	1988
Ash Wednesday (2002)	ghost	2002
Ashes of Doom (1970)	vampire	1970
Ashes of Seraphim (2011)	demon	2011
Ashley (2007/I)	monster	2007
Ashridge Castle: The Monmouth Rebellion (1926)	ghost	1926
Ashura-jÃ´ no hitomi (2005)	demon	2005
Aspects of Love (2005)	mermaid	2005
Assassin (1986) (TV)	android	1986
Assassin (1986) (TV)	robot	1986
Assassinio al cimitero etrusco (1982)	zombie	1982
Assault of the Evil Meteor (2008)	bigfoot	2008
Assault of the Evil Meteor (2008)	sasquatch	2008
Asso (1981)	ghost	1981
Asso (1981)	invisible-man	1981
Astonishing X-Men: Gifted (2010) (V)	mutant	2010
Astro Boy (2009)	android	2009
Astro Boy (2009)	robot	2009
Astronomy of Errors (2000)	alien	2000
Aswang (1992)	vampire	1992
Aswang (1994)	vampire	1994
Aswang (2011)	vampire	2011
Asylum (1972/I)	robot	1972
Asylum (2007/I)	vampire	2007
Asylum (2008/IV)	ghost	2008
Asylum of Satan (1972)	devil	1972
Asylum of Satan (1972)	ghost	1972
Asylum of Satan (1972)	satan	1972
Asylum of Satan (1972)	zombie	1972
AsÃ­ es la vida... (2000)	witch	1972
At Dead's End: Man vs Supernatural (2008)	ghost	2008
At Midnight (2008)	ghost	2008
At Stake: Vampire Solutions (2012)	vampire	2012
At a Loss... (2004)	devil	1998
At the Earth's Core (1976)	monster	1976
At the Midnight Hour (1995) (TV)	ghost	1995
At the Rainbow's End (1925)	witch	1925
At the Sign of the Jack O'Lantern (1922)	ghost	1922
Atacan las brujas (1968)	witch	1968
Atlantis Down (2010)	alien	2010
Atlantis, the Lost Continent (1961)	witch	1961
Atlantis: Milo's Return (2003) (V)	sea-monster	2003
Atom Man vs. Superman (1950)	invisible-man	2003
Atom Nine Adventures (2007)	alien	2007
Atom Nine Adventures (2007)	robot	2007
Atomic Spitballs (2004)	alien	2004
Atomic Spitballs (2004)	monster	2004
Atomik Circus - Le retour de James Bataille (2004)	alien	2004
Ator l'invincibile (1982)	giant-spider	1982
Ator l'invincibile (1982)	zombie	1982
Ator l'invincibile 2 (1984)	giant-snake	1984
Ator l'invincibile 2 (1984)	giant-spider	1984
Ator l'invincibile 2 (1984)	invisible-man	1984
AtraÃ§Ã£o SatÃ¢nica (1990)	zombie	1990
Attack at Zombie High! (2009)	zombie	2009
Attack of the 50 Foot Woman (1958)	alien	1958
Attack of the 50 Foot Woman (1958)	monster	1958
Attack of the Atomic Zombies (2011)	zombie	2011
Attack of the Beast Creatures (1985)	monster	1985
Attack of the Beast Creatures (1985)	zombie	1985
Attack of the Crab Monsters (1957)	monster	1957
Attack of the Flesh Devouring Space Worms from Outer Space (1998) (V)	monster	1998
Attack of the Flesh Devouring Space Worms from Outer Space (1998) (V)	zombie	1998
Attack of the Giant Leeches (1959)	monster	1959
Attack of the Killer Manatee (1997)	monster	1997
Attack of the Killer Tomatoes! (1978)	alien	1978
Attack of the Killer Tomatoes! (1978)	monster	1978
Attack of the Mayan Mummy (1964) (TV)	mummy	1964
Attack of the Mutant Martian from Mars! (2011)	alien	2011
Attack of the Super Monsters (1982) (V)	dinosaur	1982
Attack of the Super Monsters (1982) (V)	monster	1982
Attack of the Vegan Zombies! (2010)	zombie	2010
Attack of the Virgin Mummies (2004) (V)	mummy	2004
Attack of the Yeti Hand (2009)	yeti	2009
Attack of the Zombie Vampires (2008)	vampire	2008
Attack the Block (2011)	alien	2011
Attackazoids! (2008)	robot	2008
Attackazoids, Deploy!! (2009)	robot	2009
Attitude for Destruction (2008) (V)	freddy-krueger	2008
Au revoir mon amour (2011)	alien	2011
Aunt Fannie (1994) (V)	ghost	1994
Aura (2014)	satan	2014
Austin Powers: International Man of Mystery (1997)	android	1997
Austin Powers: The Spy Who Shagged Me (1999)	android	1999
Austin Powers: The Spy Who Shagged Me (1999)	cyclops	1999
Automatic (1995)	android	1995
Automatic (1995)	robot	1995
Automaton Transfusion (2006)	zombie	2006
Autopsia de un fantasma (1968)	ghost	1968
Autopsia de un fantasma (1968)	robot	1968
Autopsia de un fantasma (1968)	zombie	1968
Autumn (2009/I)	zombie	2009
Avaruuden teurastajat (1996) (V)	alien	1996
Avaruuden teurastajat (1996) (V)	monster	1996
Avaruuden teurastajat (1996) (V)	zombie	1996
Avatar (2009)	alien	2009
Avatar (2009)	monster	2009
Avatar (2009)	robot	2009
Avengers of the Apocalypse! (2008) (V)	zombie	2008
Aventura al centro de la tierra (1965)	cyclops	1965
Aventura al centro de la tierra (1965)	dinosaur	1965
Aventura al centro de la tierra (1965)	monster	1965
Avgust. Vosmogo (2012)	robot	1965
Awaken the Dead (2007)	zombie	2007
Awakening (2006) (V)	zombie	2006
Awakening (2010/I)	robot	2010
Away (2009/II)	ghost	2009
Az opadÃ¡ listÃ­ z dubu (1991)	devil	1991
Azzeccaguai (2012)	witch	2012
B.O.B.'s Big Break (2009) (V)	invisible-man	2012
BFF Zombie (2012)	zombie	2012
BURN-E (2008) (V)	robot	2008
BV-01 (2004)	robot	2004
BZRK (????)	robot	2004
Ba wang bie ji (1993)	dragon	1993
Baak bin sing gwan (1995)	robot	1995
Baan phii sing (2007)	ghost	2007
Baba Amin (1950)	ghost	1950
Baba Yaga (1973)	witch	1973
Baberellas (2003)	alien	2003
Babes in Toyland (1934)	monster	1934
Babes in Toyland (1986) (TV)	monster	1986
Babes in Toyland (1997)	demon	1997
Babes in Toyland (1997)	monster	1997
Babes in the Woods (1932)	witch	1932
Baby Be Good (1935)	witch	1935
Baby Doll (1956)	ghost	1956
Baby Ghost (1995)	ghost	1995
Baby Quark (1987) (TV)	troll	1987
Baby of the Family (2002)	ghost	2002
Baby: Secret of the Lost Legend (1985)	dinosaur	1985
Babylon 5: A Call to Arms (1999) (TV)	alien	1999
Babylon 5: In the Beginning (1998) (TV)	alien	1998
Babylon 5: The Gathering (1993) (TV)	alien	1993
Babylon 5: Thirdspace (1998) (TV)	alien	1998
Bachelor Party in the Bungalow of the Damned (2008) (V)	vampire	2008
Back (2012)	monster	2012
Back from the Dead (1957)	demon	1957
Back to Life (2008)	monster	2008
Bacterium (2006)	monster	2006
Bad Blood Days (2008)	zombie	2008
Bad Channels (1992) (V)	alien	1992
Bad Channels (1992) (V)	robot	1992
Bad Dads (2011)	vampire	2011
Bad Friend (2004) (V)	zombie	2004
Bad Ghost (2008) (V)	ghost	2008
Bad Influence (1990)	predator	1990
Bad Karma (1991) (V)	mutant	1991
Bad Kids Go to Hell (2012)	ghost	2012
Bad Kids Go to Hell (2012)	zombie	2012
Bad Moon (1996)	werewolf	1996
Bad Movie Police Case #1: Galaxy of the Dinosaurs (2003) (V)	dinosaur	2003
Bad Taste (1987)	alien	1987
Baddegama (1982)	demon	1982
Baddegama (1982)	witch	1982
Bag det stille ydre (2005)	ghost	2005
Baggin' the Dragon (1966)	dragon	1966
Baggin' the Dragon (1966)	witch	1966
Bagwis (1989)	demon	1989
Bagwis (1989)	devil	1989
Bahay ni Lola (2001)	ghost	2001
Bai fa mo nu zhuan II (1994)	witch	1994
Bai she chuan shuo (2011)	demon	2011
Bai she chuan shuo (2011)	giant-snake	2011
Bai she chuan shuo (2011)	vampire	2011
Bait (1954)	devil	1954
Bakit may kahapon pa? (1996)	demon	1954
Bakit may kahapon pa? (1996)	monster	1954
Bakjwi (2009)	vampire	2009
Bakterion (1982)	monster	1982
Bakumatsu taiyÃ´den (1957)	ghost	1957
Balaoo (1913)	witch	1913
Balawis (1996)	monster	1996
Balbakwa: The Invisible Man (1989)	invisible-man	1989
Balls of Fury (2007)	dragon	2007
Bambi Meets Godzilla (1969)	godzilla	1969
Bampinay (2004)	vampire	2004
Banana Leaves (2007)	ghost	2007
Banaras (2006)	ghost	2006
Band Waggon (1940)	ghost	1940
Bandh Darwaza (1990)	vampire	1990
Bane (2009)	alien	2009
Bane (2010)	zombie	2010
Bang Bang Kid (1967)	robot	1967
Bangis (1996)	alien	1996
Bangis (1996)	monster	1996
Bangkok Haunted (2001)	ghost	2001
BannÃ´ bunka nekomusume (1992) (V)	android	1992
Banshee!!! (2008)	monster	2008
Bansubanin (1975)	monster	1975
Bansubanin (1975)	mutant	1975
Bara no Konrei (2001)	vampire	2001
Barackula: The Musical (2008)	vampire	2008
Barang (2006)	ghost	2006
Barang (2006)	witch	2006
Barbarella (1968)	alien	1968
Barbarella (1968)	cyclops	1968
Barbarella (1968)	robot	1968
Barbe bleue (2009)	ogre	2009
Barbe-bleue (1901)	ghost	1901
Barbie Fairytopia: Mermaidia (2006) (V)	mermaid	2006
Barbie in a Mermaid Tale 2 (2012) (V)	mermaid	2012
Bards of Fantasia: Tour Musical, Mythical Britain in 39 Animated Minutes (2008)	dragon	2008
Bards of Fantasia: Tour Musical, Mythical Britain in 39 Animated Minutes (2008)	mermaid	2008
Barney Live! In New York City (1994) (V)	dinosaur	1994
Barney Songs from the Park (2003) (V)	dinosaur	2003
Barney's Christmas Star (2002) (V)	dinosaur	2002
Barney's Great Adventure (1998)	dinosaur	1998
Barney's Super Singing Circus (2000) (V)	dinosaur	2000
Barney: Animal ABC's (2008) (V)	dinosaur	2008
Barney: Best Manners - Invitation to Fun (2003) (V)	dinosaur	2003
Barney: Can You Sing That Song? (2005) (V)	dinosaur	2003
Barney: Dino-mite Birthday (2007) (V)	dinosaur	2007
Barney: Happy, Mad, Silly, Sad (2000) (V)	dinosaur	2000
Barney: Let's Go to the Farm (2005) (V)	dinosaur	2005
Barney: Let's Go to the Firehouse (2007) (V)	dinosaur	2007
Barney: Let's Go to the Zoo (2003) (V)	dinosaur	2003
Barney: Let's Make Music (2006) (V)	dinosaur	2006
Barney: Movin' and Groovin' (2004) (V)	dinosaur	2004
Barney: Now I Know My ABC's (2004) (V)	dinosaur	2004
Barney: Numbers! Numbers! (2004) (V)	dinosaur	2004
Barney: Shake Your Dino Tail! (2007) (V)	dinosaur	2007
Barney: The Land of Make Believe (2005) (V)	dinosaur	2005
Baronessen fra benzintanken (1960)	ghost	1960
Barracuda (1978)	monster	1978
Barracuda (1978)	mutant	1978
Barracuda (1978)	sea-monster	1978
Barricade (2007) (V)	mutant	2007
Barry McKenzie Holds His Own (1974)	vampire	1974
Bartok the Magnificent (1999) (V)	witch	1999
Basajaun (2008)	monster	2008
Bashael's Abyss (2011)	demon	2011
Basilisk: The Serpent King (2006) (TV)	monster	2006
Basket Case (1982)	monster	1982
Basket Case (1982)	mutant	1982
Basket Case 2 (1990)	monster	1990
Basket Case 2 (1990)	mutant	1990
Basket Case 3 (1992)	monster	1992
Basket Case 3 (1992)	mutant	1992
Bates Motel (1987) (TV)	ghost	1987
Bathory (2008)	vampire	2008
Bathory (2008)	witch	2008
Batman (1943)	zombie	1943
Batman Dracula (1964)	dracula	1964
Batman Dracula (1964)	vampire	1964
Batman Fights Dracula (1967)	dracula	1967
Batman Fights Dracula (1967)	vampire	1967
Batman Returns (1992)	mutant	1992
Batman: Dead End (2003)	alien	2003
Batman: Dead End (2003)	xenomorph	2003
Batman: Mask of the Phantasm (1993)	robot	1993
Batman: Under the Red Hood (2010) (V)	android	2010
Battaglie negli spazi stellari (1977)	alien	1977
Battaglie negli spazi stellari (1977)	robot	1977
Battle Beyond the Stars (1980)	android	1980
Battle Beyond the Stars (1980)	robot	1980
Battle Los Angeles (2011)	alien	2011
Battle Nun: Key to Heaven (2009)	vampire	2009
Battle Planet (2008)	alien	2008
Battle for the Planet of the Apes (1973)	mutant	1973
Battle of Los Angeles (2011) (V)	alien	2011
Battle of Los Angeles (2011) (V)	android	2011
Battle of the Bone (2008)	zombie	2008
Battlefield Death Tales (2012)	robot	2012
Battlefield Earth (2000)	alien	2000
Battleship (2012)	alien	2012
Battlestar Galactica (????)	robot	2012
Batuta ni Drakula (1971)	dracula	1971
Bayou Ghost (1997)	ghost	1997
BaÃ±eros III, todopoderosos (2006)	alien	2006
BaÃ±eros III, todopoderosos (2006)	monster	2006
BaÃ±eros III, todopoderosos (2006)	zombie	2006
Be Kind, Please Rewind (1996)	zombie	1996
Be My Valentine, Love Barney (2000) (V)	dinosaur	2000
Be with Me (2005)	ghost	2005
Beach (2006)	zombie	2006
Beach Babes 2: Cave Girl Island (1998)	dinosaur	1998
Beach Blanket Bingo (1965)	mermaid	1965
Beach Mummy (2009)	mummy	2009
Beast (2007/II)	monster	2007
Beast from Haunted Cave (1959)	giant-spider	1959
Beast from Haunted Cave (1959)	monster	1959
Beast of Borneo (1944)	monster	1944
Beast of the Yellow Night (1971)	devil	1971
Beast of the Yellow Night (1971)	monster	1971
Beast of the Yellow Night (1971)	werewolf	1971
Beaster (2004)	zombie	2004
Beastly (2011)	witch	2011
Beatus (2012)	demon	2012
Beauty and the Beast (1903)	monster	1903
Beauty and the Beast (1905)	monster	1905
Beauty and the Beast (1913)	monster	1913
Beauty and the Beast (1934)	monster	1934
Beauty and the Beast (1962)	monster	1962
Beauty and the Beast (1962)	werewolf	1962
Beauty and the Beast (1976) (TV)	monster	1976
Beauty and the Beast (1983) (TV)	monster	1983
Beaver Lake Zombies (2003) (V)	zombie	2003
Bedazzled (1967)	devil	1967
Bedazzled (1967)	satan	1967
Bedazzled (2000)	devil	2000
Bedknobs and Broomsticks (1971)	witch	1971
Bedlam in Paradise (1955)	devil	1955
Beer Money (2001) (TV)	alien	2001
Beetle Juice (1988)	demon	1988
Beetle Juice (1988)	ghost	1988
Beetle Juice (1988)	giant-snake	1988
Beetle Juice (1988)	zombie	1988
Beetleborgs: Vampire Files (1996) (V)	vampire	1996
Before Dawn (1933)	ghost	1933
Before Dawn (2012)	zombie	2012
Beg (1971)	ghost	1971
Beginning of the End (1957)	giant-insect	1957
Behemoth (2011) (TV)	monster	2011
Behemoth the Sea Monster (1959)	dinosaur	1959
Behemoth the Sea Monster (1959)	monster	1959
Behemoth the Sea Monster (1959)	sea-monster	1959
Behind the Wall (2008)	ghost	2008
Behold the Raven (2004) (V)	vampire	2004
Behold the Raven (2004) (V)	witch	2004
Being the Deadfather (2011)	zombie	2011
Bekushiru: 2077 Nihon sakoku (2007)	android	2007
Belial (2012)	demon	2012
Believe (2000/I)	ghost	2000
Bell Book and Candle (1958)	witch	1958
Bell Witch Haunting (2004)	ghost	2004
Bell Witch Haunting (2004)	witch	2004
Bell Witch: The Movie (2007)	ghost	2007
Bell Witch: The Movie (2007)	witch	2007
Bells of Innocence (2003)	demon	2003
Belly of the Beast (2003) (V)	demon	2003
Beloved (1998)	ghost	1998
Below (2002)	ghost	2002
BelphÃ©gor - Le fantÃ´me du Louvre (2001)	ghost	2001
BelphÃ©gor - Le fantÃ´me du Louvre (2001)	mummy	2001
Ben 10: Alien Swarm (2009) (TV)	alien	2009
Ben 10: Race Against Time (2007) (TV)	alien	2007
Ben 10: Race Against Time (2007) (TV)	mutant	2007
Ben's Dare (2006)	ghost	2006
Ben: After Death (2011)	zombie	2011
Beneath Our Masks (2006)	vampire	2006
Beneath the Flesh (2009) (V)	monster	2009
Beneath the Planet of the Apes (1970)	monster	1970
Beneath the Planet of the Apes (1970)	mutant	1970
Beneath the Sink (2007)	monster	2007
Beneath the Surface (2007)	zombie	2007
Beneath the Tower Ruins (1911)	ghost	1911
Benvenuti a Fuocofatuo (2011)	monster	2011
Benvenuti a Fuocofatuo (2011)	zombie	2011
Beowulf & Grendel (2005)	troll	2005
Beowulf (1999)	demon	1999
Beowulf (1999)	dragon	1999
Beowulf (1999)	monster	1999
Beowulf (2007)	demon	2007
Beowulf (2007)	dragon	2007
Beowulf (2007)	mermaid	2007
Beowulf (2007)	monster	2007
Beowulf (2007)	troll	2007
Berenice (2005)	ghost	2005
Bestia lunar (2009)	werewolf	2009
BesÃ¶karna (1988)	demon	1988
Betaville (2001)	alien	2001
